"","Realm_GETL1","Code","Biome..GET.L3._Ecosystem_Fuctional_Groups..GET.Level.3.","EcosystemType_GETLevel5_6","RLE_2025","EPL_2025","IUCN_GET_2025_L2","IUCN_GET_2022_L3","GET_L2.text","GET_L3.text"
"523","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"524","Estuarine","ST1","","Subtropical Estuarine Bay","CR","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"525","Estuarine","ST1s","","Subtropical Estuarine Bay","CR","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"526","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"527","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"528","Estuarine","CT5","","Cool Temperate Large Temporarily Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"529","Estuarine","CT5s","","Cool Temperate Large Temporarily Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"530","Estuarine","WT7","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"531","Estuarine","WT7s","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"532","Estuarine","WT7","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"533","Estuarine","WT7s","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"534","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"535","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"536","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"537","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"538","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"539","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"540","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"541","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"542","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"543","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"544","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"545","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"546","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"547","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"548","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"549","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"550","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"551","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"552","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"553","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"554","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"555","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"556","Estuarine","WT3","","Warm Temperate Large Fluvially Dominated","VU","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"557","Estuarine","WT3s","","Warm Temperate Large Fluvially Dominated","VU","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"558","Estuarine","CT1","","Cool Temperate Arid Predominantly Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"559","Estuarine","CT1s","","Cool Temperate Arid Predominantly Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"560","Estuarine","WT7","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"561","Estuarine","WT7s","","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"562","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"563","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"564","Estuarine","CT7","","Cool Temperate Predominantly Open","EN","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"565","Estuarine","CT7s","","Cool Temperate Predominantly Open","EN","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"566","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"567","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"568","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"569","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"570","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"571","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"572","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"573","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"574","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"575","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"576","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"577","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"578","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"579","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"580","Estuarine","WT2","","Warm Temperate Estuarine Lake","EN","MP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"581","Estuarine","WT2s","","Warm Temperate Estuarine Lake","EN","MP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"582","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"583","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"584","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"585","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"586","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"587","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"588","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"589","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"590","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"591","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"592","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"593","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"594","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"595","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"596","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"597","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"598","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"599","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"600","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"601","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"602","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"603","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"604","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"605","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"606","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"607","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"608","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"609","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"610","Estuarine","ST3","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"611","Estuarine","ST3s","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
